employee_id,age,gender,marital_status,education_level,education_field,department_id,job_role,business_travel,distance_from_home
964,40,Male,Divorced,Master,Medical,2,Research Scientist,Travel_Frequently,9
966,32,Female,Married,Master,Medical,2,Manufacturing Director,Travel_Rarely,3
967,36,Male,Married,Below College,Life Sciences,1,Sales Executive,Travel_Rarely,3
969,33,Female,Single,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,1
970,37,Male,Married,Master,Life Sciences,1,Sales Executive,Travel_Rarely,1
972,45,Male,Married,College,Life Sciences,2,Laboratory Technician,Non-Travel,4
974,29,Female,Married,Bachelor,Technical Degree,1,Sales Representative,Travel_Frequently,20
975,35,Female,Married,Bachelor,Medical,1,Sales Executive,Travel_Rarely,18
976,52,Male,Married,College,Life Sciences,2,Manager,Travel_Rarely,1
977,58,Male,Single,Bachelor,Technical Degree,2,Research Scientist,Travel_Rarely,2
981,53,Male,Divorced,College,Medical,1,Manager,Travel_Rarely,2
982,30,Male,Divorced,College,Other,1,Sales Executive,Travel_Rarely,8
983,38,Female,Single,Bachelor,Technical Degree,1,Sales Executive,Non-Travel,10
984,35,Male,Divorced,Master,Life Sciences,1,Sales Executive,Travel_Rarely,3
985,39,Male,Single,Doctor,Life Sciences,1,Sales Executive,Travel_Rarely,2
986,40,Female,Single,Bachelor,Life Sciences,1,Sales Executive,Non-Travel,24
987,47,Male,Divorced,Master,Medical,2,Manufacturing Director,Travel_Frequently,16
990,36,Male,Divorced,Master,Technical Degree,1,Sales Executive,Non-Travel,8
991,31,Male,Single,College,Medical,2,Research Scientist,Non-Travel,9
992,33,Male,Single,Bachelor,Life Sciences,1,Manager,Non-Travel,17
994,29,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,10
995,33,Female,Single,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,13
996,45,Female,Divorced,Master,Medical,2,Laboratory Technician,Travel_Rarely,1
997,50,Male,Divorced,College,Medical,2,Research Director,Travel_Rarely,1
998,33,Female,Married,Master,Other,2,Healthcare Representative,Travel_Frequently,1
999,41,Male,Divorced,Bachelor,Medical,2,Research Director,Travel_Frequently,9
1001,27,Female,Married,Master,Technical Degree,2,Laboratory Technician,Travel_Rarely,16
1002,45,Male,Married,College,Life Sciences,2,Laboratory Technician,Non-Travel,23
1003,47,Female,Single,College,Life Sciences,1,Sales Executive,Travel_Rarely,4
1004,30,Female,Married,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,22
1005,50,Male,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,24
1006,38,Male,Married,Below College,Medical,2,Research Scientist,Travel_Frequently,10
1007,46,Male,Divorced,College,Medical,2,Manufacturing Director,Travel_Rarely,7
1009,24,Female,Divorced,Below College,Medical,2,Manufacturing Director,Travel_Rarely,17
1010,35,Male,Divorced,Master,Other,2,Laboratory Technician,Travel_Rarely,14
1011,31,Female,Married,Below College,Life Sciences,2,Manufacturing Director,Travel_Frequently,1
1012,18,Male,Single,College,Life Sciences,2,Research Scientist,Non-Travel,5
1013,54,Female,Married,Bachelor,Technical Degree,2,Manufacturing Director,Travel_Rarely,17
1014,35,Female,Divorced,Master,Medical,2,Healthcare Representative,Travel_Rarely,25
1015,30,Female,Married,College,Life Sciences,2,Research Director,Travel_Rarely,8
1016,20,Female,Single,Bachelor,Medical,2,Research Scientist,Travel_Rarely,11
1017,30,Female,Single,Bachelor,Medical,2,Laboratory Technician,Travel_Frequently,5
1018,26,Male,Married,College,Medical,2,Manufacturing Director,Travel_Rarely,2
1019,22,Male,Married,Below College,Life Sciences,2,Laboratory Technician,Travel_Rarely,8
1022,48,Male,Single,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,6
1024,48,Male,Single,Master,Life Sciences,2,Healthcare Representative,Travel_Rarely,4
1025,41,Female,Single,College,Medical,2,Manufacturing Director,Travel_Rarely,7
1026,39,Female,Married,Below College,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
1027,27,Female,Married,Master,Life Sciences,2,Manufacturing Director,Travel_Rarely,2
1028,35,Male,Divorced,Bachelor,Other,2,Laboratory Technician,Travel_Rarely,10
1029,42,Male,Married,College,Marketing,1,Manager,Travel_Rarely,5
1030,50,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,9
1032,59,Female,Single,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,2
1033,37,Female,Married,College,Medical,2,Healthcare Representative,Travel_Rarely,11
1034,55,Male,Married,Master,Medical,2,Healthcare Representative,Travel_Frequently,18
1035,41,Female,Divorced,Below College,Life Sciences,2,Research Director,Non-Travel,7
1036,38,Male,Single,Master,Life Sciences,1,Sales Executive,Travel_Rarely,3
1037,26,Male,Single,College,Medical,1,Sales Executive,Non-Travel,29
1038,52,Female,Married,Below College,Marketing,1,Manager,Travel_Rarely,2
1039,44,Female,Married,Bachelor,Medical,1,Sales Executive,Travel_Rarely,28
1040,50,Female,Married,Bachelor,Life Sciences,1,Sales Executive,Non-Travel,1
1042,36,Female,Single,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,16
1043,39,Female,Single,Bachelor,Medical,2,Manufacturing Director,Travel_Frequently,22
1044,33,Female,Single,Below College,Life Sciences,1,Sales Representative,Non-Travel,8
1045,45,Female,Married,College,Life Sciences,1,Manager,Travel_Rarely,11
1046,32,Female,Single,Master,Medical,2,Laboratory Technician,Non-Travel,29
1047,34,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,1
1048,59,Male,Married,College,Technical Degree,1,Manager,Travel_Rarely,1
1049,45,Male,Single,Master,Medical,3,Human Resources,Travel_Rarely,24
1050,53,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,2
1052,36,Male,Divorced,Bachelor,Other,2,Laboratory Technician,Travel_Rarely,15
1053,26,Male,Married,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,2
1055,34,Female,Married,Master,Life Sciences,1,Sales Representative,Travel_Rarely,10
1056,28,Male,Married,Below College,Medical,1,Sales Representative,Travel_Rarely,10
1060,38,Male,Married,Master,Other,2,Research Scientist,Travel_Frequently,3
1061,50,Male,Married,Master,Medical,2,Research Director,Travel_Rarely,2
1062,37,Female,Single,Bachelor,Other,2,Healthcare Representative,Travel_Rarely,3
1066,40,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,26
1068,26,Female,Divorced,Below College,Medical,2,Research Scientist,Travel_Frequently,1
1069,46,Male,Divorced,Master,Medical,2,Research Director,Travel_Rarely,1
1070,54,Female,Married,Master,Life Sciences,1,Sales Executive,Travel_Rarely,2
1071,56,Female,Married,Bachelor,Medical,2,Research Scientist,Travel_Frequently,9
1073,36,Female,Single,Doctor,Medical,2,Manufacturing Director,Travel_Rarely,12
1074,55,Male,Single,Below College,Medical,2,Manager,Non-Travel,2
1076,43,Male,Divorced,Bachelor,Medical,1,Sales Executive,Travel_Rarely,25
1077,20,Female,Single,Bachelor,Marketing,1,Sales Representative,Travel_Frequently,9
1079,21,Female,Single,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,10
1080,46,Female,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Rarely,8
1081,51,Male,Married,Master,Life Sciences,2,Research Scientist,Travel_Rarely,4
1082,28,Male,Single,College,Technical Degree,2,Healthcare Representative,Non-Travel,24
1083,26,Male,Married,College,Medical,2,Laboratory Technician,Travel_Rarely,1
1084,30,Male,Married,Bachelor,Other,2,Manufacturing Director,Travel_Rarely,20
1085,41,Female,Married,College,Technical Degree,2,Research Scientist,Travel_Rarely,7
1088,38,Female,Married,Below College,Life Sciences,2,Healthcare Representative,Travel_Rarely,17
1092,40,Male,Married,Master,Technical Degree,2,Healthcare Representative,Travel_Rarely,20
1094,27,Male,Married,Doctor,Life Sciences,2,Laboratory Technician,Non-Travel,8
1096,55,Male,Married,Below College,Life Sciences,2,Manufacturing Director,Travel_Frequently,2
1097,28,Female,Single,Bachelor,Other,2,Research Scientist,Travel_Rarely,10
1098,44,Male,Married,College,Medical,3,Human Resources,Travel_Rarely,1
1099,33,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,5
1100,35,Male,Single,Bachelor,Technical Degree,1,Sales Executive,Travel_Rarely,4
1101,33,Female,Single,Master,Medical,2,Research Scientist,Travel_Frequently,29
1102,28,Male,Divorced,College,Life Sciences,2,Laboratory Technician,Travel_Rarely,15
1103,34,Male,Single,Below College,Life Sciences,2,Healthcare Representative,Travel_Frequently,3
1105,37,Female,Divorced,Master,Life Sciences,1,Sales Executive,Travel_Rarely,10
1106,25,Male,Married,Below College,Technical Degree,2,Laboratory Technician,Travel_Rarely,4
1107,26,Male,Divorced,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,21
1108,33,Male,Single,Bachelor,Medical,2,Research Scientist,Travel_Rarely,25
1109,42,Male,Married,College,Medical,2,Manager,Travel_Rarely,2
1111,28,Male,Divorced,Bachelor,Medical,2,Laboratory Technician,Travel_Frequently,1
1113,50,Male,Single,Master,Other,1,Sales Executive,Travel_Frequently,1
1114,33,Female,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Frequently,7
1115,34,Male,Married,Master,Life Sciences,2,Research Scientist,Non-Travel,3
1116,48,Male,Single,Master,Medical,2,Manager,Non-Travel,1
1117,45,Female,Married,Master,Life Sciences,1,Sales Executive,Non-Travel,9
1118,52,Male,Single,Master,Life Sciences,2,Healthcare Representative,Travel_Rarely,7
1119,38,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,10
1120,29,Female,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Rarely,28
1121,28,Female,Divorced,Bachelor,Medical,2,Manufacturing Director,Travel_Rarely,3
1124,46,Male,Married,Below College,Marketing,1,Manager,Travel_Rarely,3
1125,38,Male,Single,College,Marketing,1,Sales Executive,Travel_Rarely,2
1126,43,Female,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Frequently,27
1127,39,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Frequently,2
1128,40,Male,Single,Bachelor,Medical,2,Research Director,Travel_Rarely,14
1131,21,Female,Single,Below College,Technical Degree,2,Research Scientist,Travel_Rarely,1
1132,39,Male,Single,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,9
1133,36,Male,Single,Master,Life Sciences,2,Manufacturing Director,Non-Travel,18
1135,31,Male,Married,Bachelor,Life Sciences,1,Sales Representative,Travel_Frequently,20
1136,28,Male,Married,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,2
1137,35,Male,Divorced,College,Marketing,1,Sales Executive,Travel_Frequently,11
1138,49,Male,Married,Master,Technical Degree,1,Sales Executive,Travel_Rarely,8
1140,34,Male,Single,College,Life Sciences,2,Manufacturing Director,Travel_Frequently,2
1143,29,Female,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,10
1148,42,Male,Single,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,29
1150,29,Male,Married,Below College,Medical,2,Manufacturing Director,Travel_Rarely,8
1152,38,Male,Married,Bachelor,Human Resources,3,Human Resources,Travel_Rarely,1
1154,28,Male,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,6
1156,18,Male,Single,Below College,Medical,2,Laboratory Technician,Non-Travel,8
1157,33,Female,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,9
1158,41,Male,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,12
1160,31,Male,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Frequently,15
1161,37,Female,Divorced,College,Medical,2,Healthcare Representative,Travel_Rarely,25
1162,27,Male,Married,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,6
1163,34,Female,Married,Below College,Life Sciences,1,Sales Executive,Travel_Rarely,9
1164,35,Male,Single,Master,Technical Degree,3,Human Resources,Travel_Rarely,8
1165,29,Female,Married,Below College,Life Sciences,1,Sales Executive,Travel_Rarely,23
1166,40,Female,Single,Master,Medical,2,Research Director,Travel_Frequently,9
1167,42,Male,Single,Bachelor,Life Sciences,1,Sales Executive,Travel_Frequently,12
1171,42,Male,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,4
1172,35,Male,Married,Master,Medical,2,Laboratory Technician,Travel_Rarely,1
1173,24,Male,Single,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,24
1175,28,Female,Married,Below College,Life Sciences,2,Laboratory Technician,Travel_Rarely,12
1177,26,Male,Married,Master,Medical,2,Laboratory Technician,Travel_Rarely,3
1179,30,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,10
1180,40,Female,Married,College,Medical,2,Research Scientist,Travel_Frequently,26
1182,35,Male,Divorced,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,2
1184,34,Male,Single,Bachelor,Medical,2,Healthcare Representative,Travel_Frequently,1
1185,35,Male,Married,Master,Other,2,Laboratory Technician,Travel_Frequently,4
1188,43,Female,Single,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,9
1190,32,Female,Divorced,Below College,Life Sciences,1,Sales Representative,Non-Travel,2
1191,56,Female,Divorced,Master,Technical Degree,2,Manager,Travel_Rarely,4
1192,29,Female,Married,Below College,Medical,2,Laboratory Technician,Travel_Rarely,6
1193,19,Male,Single,College,Life Sciences,2,Research Scientist,Travel_Rarely,9
1195,45,Female,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,7
1196,37,Female,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,1
1198,20,Male,Single,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,3
1200,44,Male,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,10
1201,53,Female,Divorced,College,Medical,2,Manager,Travel_Rarely,7
1202,29,Female,Married,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,15
1203,22,Male,Married,Master,Life Sciences,2,Research Scientist,Travel_Frequently,3
1204,46,Female,Married,Bachelor,Marketing,1,Manager,Travel_Rarely,2
1206,44,Male,Single,Bachelor,Life Sciences,2,Research Scientist,Non-Travel,17
1207,33,Male,Married,Bachelor,Human Resources,3,Human Resources,Travel_Rarely,2
1210,41,Male,Divorced,College,Life Sciences,2,Research Scientist,Non-Travel,5
1211,30,Male,Divorced,Master,Life Sciences,1,Sales Executive,Travel_Rarely,29
1212,40,Male,Married,Master,Medical,1,Sales Executive,Travel_Frequently,2
1215,50,Female,Married,Bachelor,Medical,2,Manager,Travel_Frequently,2
1216,28,Male,Married,Master,Medical,2,Laboratory Technician,Travel_Rarely,19
1217,46,Male,Married,College,Life Sciences,2,Research Director,Travel_Rarely,15
1218,35,Male,Married,Master,Life Sciences,1,Sales Executive,Travel_Rarely,17
1219,24,Female,Married,College,Life Sciences,2,Laboratory Technician,Travel_Rarely,17
1220,33,Female,Married,Bachelor,Medical,1,Sales Executive,Travel_Frequently,25
1221,36,Male,Divorced,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,6
1224,30,Male,Divorced,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,7
1225,44,Male,Single,Master,Other,2,Research Scientist,Travel_Rarely,29
1226,20,Male,Single,Bachelor,Marketing,1,Sales Representative,Travel_Rarely,21
1228,46,Male,Divorced,Master,Technical Degree,2,Manufacturing Director,Travel_Rarely,2
1231,42,Male,Married,Doctor,Medical,3,Human Resources,Non-Travel,2
1233,60,Male,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,7
1234,32,Female,Married,Bachelor,Other,2,Laboratory Technician,Travel_Frequently,13
1235,32,Female,Single,College,Life Sciences,2,Research Scientist,Travel_Frequently,2
1237,36,Female,Divorced,Bachelor,Technical Degree,2,Manufacturing Director,Travel_Rarely,1
1238,33,Male,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,9
1239,40,Female,Divorced,Bachelor,Technical Degree,1,Sales Executive,Travel_Rarely,10
1240,25,Male,Single,Master,Life Sciences,1,Sales Executive,Travel_Rarely,10
1241,30,Male,Married,Bachelor,Medical,2,Research Scientist,Travel_Rarely,1
1242,42,Female,Married,Doctor,Medical,2,Research Director,Travel_Frequently,26
1243,35,Female,Married,College,Marketing,1,Sales Executive,Non-Travel,8
1244,27,Male,Married,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,14
1245,54,Female,Divorced,Master,Life Sciences,2,Manufacturing Director,Travel_Frequently,1
1246,44,Female,Married,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,2
1248,19,Female,Single,Bachelor,Medical,2,Research Scientist,Non-Travel,10
1249,29,Female,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,1
1250,54,Male,Married,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,3
1251,31,Male,Married,College,Medical,2,Healthcare Representative,Travel_Rarely,11
1252,31,Female,Single,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,24
1254,59,Female,Single,Bachelor,Life Sciences,1,Sales Executive,Travel_Rarely,3
1255,43,Male,Married,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,3
1256,49,Male,Married,College,Medical,2,Manager,Travel_Rarely,4
1257,36,Male,Married,Bachelor,Technical Degree,2,Research Scientist,Travel_Frequently,3
1258,48,Male,Single,College,Technical Degree,2,Laboratory Technician,Travel_Rarely,2
1259,27,Male,Divorced,College,Life Sciences,2,Research Scientist,Travel_Rarely,4
1260,29,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,7
1263,48,Male,Single,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,1
1264,29,Female,Divorced,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,1
1265,34,Female,Married,Bachelor,Technical Degree,2,Research Scientist,Travel_Rarely,20
1267,44,Male,Married,Bachelor,Marketing,1,Manager,Travel_Rarely,5
1268,33,Male,Divorced,Doctor,Marketing,1,Sales Executive,Travel_Rarely,10
1269,19,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,25
1270,23,Male,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,1
1273,25,Male,Single,Below College,Life Sciences,1,Sales Representative,Travel_Frequently,24
1275,26,Male,Single,College,Life Sciences,2,Research Scientist,Travel_Rarely,4
1277,45,Female,Single,Bachelor,Marketing,1,Manager,Travel_Rarely,2
1278,55,Male,Divorced,Below College,Medical,2,Healthcare Representative,Non-Travel,8
1279,21,Female,Single,College,Life Sciences,2,Laboratory Technician,Travel_Frequently,10
1280,46,Female,Married,College,Marketing,1,Manager,Travel_Rarely,4
1281,34,Female,Single,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,2
1282,51,Male,Divorced,Bachelor,Life Sciences,1,Manager,Travel_Frequently,9
1283,59,Male,Single,Master,Medical,2,Manufacturing Director,Travel_Rarely,18
1285,34,Female,Divorced,Bachelor,Medical,2,Laboratory Technician,Travel_Frequently,19
1286,28,Male,Single,Master,Medical,2,Laboratory Technician,Travel_Frequently,1
1288,44,Male,Divorced,College,Life Sciences,2,Manager,Travel_Rarely,4
1289,34,Male,Married,Bachelor,Life Sciences,3,Human Resources,Travel_Frequently,11
1291,35,Male,Married,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,6
1292,42,Female,Married,Master,Medical,2,Research Scientist,Travel_Rarely,7
1293,43,Female,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,4
1294,36,Female,Single,Master,Life Sciences,2,Manufacturing Director,Travel_Rarely,2
1295,44,Female,Married,Bachelor,Medical,2,Healthcare Representative,Travel_Rarely,15
1296,28,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Frequently,2
1297,51,Female,Single,College,Medical,2,Laboratory Technician,Travel_Frequently,6
1298,30,Female,Single,College,Medical,2,Manufacturing Director,Non-Travel,9
1299,29,Female,Divorced,Bachelor,Technical Degree,2,Laboratory Technician,Travel_Rarely,7
1301,28,Male,Single,Bachelor,Technical Degree,2,Research Scientist,Travel_Rarely,1
1303,25,Female,Single,Bachelor,Medical,2,Research Scientist,Travel_Rarely,1
1304,32,Male,Married,Bachelor,Medical,1,Sales Executive,Travel_Rarely,8
1306,45,Female,Single,Bachelor,Medical,2,Manager,Travel_Frequently,25
1307,39,Female,Divorced,Master,Medical,2,Manager,Travel_Rarely,13
1308,58,Male,Divorced,Master,Life Sciences,2,Research Scientist,Travel_Rarely,23
1309,32,Male,Married,College,Life Sciences,2,Laboratory Technician,Travel_Rarely,7
1310,39,Male,Single,Bachelor,Medical,2,Research Scientist,Travel_Rarely,23
1311,30,Female,Married,Bachelor,Technical Degree,2,Laboratory Technician,Travel_Rarely,6
1312,36,Female,Married,Master,Technical Degree,2,Healthcare Representative,Travel_Rarely,10
1314,46,Female,Single,College,Life Sciences,3,Human Resources,Travel_Rarely,1
1315,28,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,1
1317,50,Female,Married,Bachelor,Life Sciences,2,Research Director,Travel_Rarely,28
1318,40,Male,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,25
1319,52,Male,Single,Bachelor,Life Sciences,1,Sales Executive,Travel_Rarely,5
1321,30,Female,Married,Master,Medical,2,Manager,Travel_Rarely,17
1322,39,Male,Single,College,Life Sciences,2,Manufacturing Director,Travel_Rarely,18
1324,31,Female,Divorced,Master,Life Sciences,1,Sales Executive,Non-Travel,2
1329,41,Male,Single,College,Medical,1,Sales Executive,Non-Travel,10
1331,31,Female,Single,Bachelor,Life Sciences,1,Sales Representative,Travel_Frequently,1
1333,44,Male,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,3
1334,42,Male,Married,Below College,Life Sciences,2,Manager,Non-Travel,2
1336,55,Female,Married,College,Medical,2,Manager,Travel_Rarely,2
1338,56,Male,Single,Master,Life Sciences,3,Manager,Travel_Rarely,8
1340,40,Male,Divorced,College,Life Sciences,2,Research Scientist,Non-Travel,16
1344,34,Male,Divorced,Bachelor,Life Sciences,2,Healthcare Representative,Travel_Rarely,9
1346,40,Male,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,2
1349,41,Female,Divorced,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,1
1350,35,Male,Single,Master,Life Sciences,2,Research Scientist,Travel_Frequently,4
1352,51,Male,Divorced,Bachelor,Life Sciences,3,Manager,Travel_Rarely,5
1355,38,Female,Divorced,College,Life Sciences,1,Sales Executive,Travel_Rarely,2
1356,34,Female,Single,College,Medical,1,Sales Executive,Travel_Rarely,15
1358,25,Male,Married,Below College,Medical,2,Laboratory Technician,Travel_Rarely,19
1360,58,Female,Married,Master,Medical,2,Manufacturing Director,Travel_Rarely,7
1361,40,Male,Married,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
1362,36,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,7
1363,48,Male,Single,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,4
1364,27,Female,Married,Bachelor,Medical,1,Sales Representative,Travel_Rarely,11
1367,51,Female,Single,College,Technical Degree,2,Manufacturing Director,Travel_Rarely,11
1368,18,Female,Single,Bachelor,Life Sciences,2,Laboratory Technician,Non-Travel,1
1369,35,Female,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,1
1371,27,Male,Single,Below College,Life Sciences,1,Sales Executive,Travel_Frequently,2
1372,55,Male,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,13
1373,56,Male,Married,Bachelor,Life Sciences,2,Manufacturing Director,Travel_Rarely,23
1374,34,Female,Divorced,Below College,Technical Degree,2,Research Scientist,Non-Travel,26
1375,40,Female,Divorced,Below College,Medical,2,Healthcare Representative,Travel_Rarely,2
1377,34,Male,Married,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,29
1379,31,Female,Single,Bachelor,Life Sciences,1,Sales Representative,Travel_Frequently,2
1380,35,Female,Married,Master,Marketing,1,Sales Executive,Travel_Frequently,18
1382,38,Male,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,7
1383,34,Female,Single,Master,Technical Degree,2,Healthcare Representative,Travel_Rarely,2
1387,28,Male,Married,Bachelor,Life Sciences,1,Sales Executive,Travel_Rarely,26
1389,31,Male,Married,Master,Medical,2,Manufacturing Director,Travel_Rarely,22
1390,39,Male,Married,Master,Life Sciences,1,Sales Executive,Travel_Rarely,21
1391,51,Male,Married,Bachelor,Marketing,1,Sales Executive,Travel_Frequently,2
1392,41,Female,Divorced,Bachelor,Life Sciences,2,Research Scientist,Travel_Frequently,22
1394,37,Male,Married,Below College,Life Sciences,2,Research Scientist,Travel_Rarely,4
1395,33,Male,Married,Below College,Life Sciences,1,Sales Executive,Travel_Frequently,5
1396,32,Male,Married,Below College,Marketing,1,Sales Executive,Travel_Rarely,2
1397,39,Male,Married,College,Life Sciences,2,Healthcare Representative,Non-Travel,25
1399,25,Male,Married,Below College,Life Sciences,1,Sales Executive,Travel_Rarely,18
1401,52,Female,Married,College,Medical,2,Manufacturing Director,Travel_Frequently,28
1402,43,Female,Single,Bachelor,Medical,2,Research Scientist,Travel_Rarely,6
1403,27,Female,Married,Bachelor,Marketing,1,Sales Executive,Travel_Rarely,10
1405,27,Female,Single,Master,Life Sciences,2,Research Scientist,Travel_Rarely,17
1407,26,Male,Single,Below College,Medical,2,Research Scientist,Travel_Rarely,2
1408,42,Female,Married,Bachelor,Human Resources,3,Manager,Travel_Rarely,10
1409,52,Female,Married,Master,Other,2,Laboratory Technician,Travel_Rarely,8
1411,37,Female,Single,Bachelor,Medical,2,Laboratory Technician,Travel_Rarely,11
1412,35,Male,Single,College,Life Sciences,2,Manufacturing Director,Travel_Frequently,18
1415,25,Male,Married,Bachelor,Technical Degree,2,Laboratory Technician,Travel_Rarely,1
1417,26,Male,Single,Bachelor,Other,2,Laboratory Technician,Travel_Rarely,7
1419,29,Male,Single,Bachelor,Other,3,Human Resources,Travel_Rarely,17
1420,49,Male,Single,College,Life Sciences,2,Laboratory Technician,Travel_Frequently,28
1421,29,Female,Single,Below College,Other,2,Healthcare Representative,Travel_Frequently,14
1422,54,Female,Single,Bachelor,Medical,2,Research Director,Travel_Rarely,1
1423,58,Female,Married,Bachelor,Medical,2,Research Director,Travel_Rarely,1
1424,55,Male,Divorced,Master,Medical,2,Research Director,Travel_Rarely,1
1425,36,Female,Single,Master,Marketing,1,Sales Executive,Travel_Rarely,3
1427,31,Female,Single,Master,Life Sciences,1,Sales Representative,Travel_Frequently,1
1428,30,Female,Divorced,Master,Marketing,1,Sales Executive,Travel_Rarely,7
1430,31,Female,Single,Doctor,Life Sciences,2,Research Director,Travel_Rarely,8
1431,34,Male,Divorced,Master,Other,2,Research Scientist,Travel_Frequently,1
1433,31,Female,Single,Bachelor,Life Sciences,2,Research Scientist,Travel_Rarely,8
1434,27,Male,Married,Below College,Life Sciences,2,Laboratory Technician,Travel_Rarely,11
1435,36,Male,Single,Master,Life Sciences,2,Laboratory Technician,Travel_Rarely,4
1436,36,Female,Married,Master,Marketing,1,Sales Executive,Travel_Rarely,16
1438,47,Male,Married,Bachelor,Technical Degree,2,Research Scientist,Travel_Rarely,1
1439,25,Male,Married,College,Life Sciences,1,Sales Representative,Travel_Rarely,9
1440,37,Male,Single,College,Technical Degree,2,Laboratory Technician,Non-Travel,5
1441,56,Female,Married,College,Life Sciences,2,Research Scientist,Travel_Rarely,1
1443,47,Female,Married,Master,Medical,2,Research Director,Travel_Rarely,2
1445,24,Female,Married,Below College,Medical,1,Sales Executive,Travel_Rarely,4
1446,32,Male,Married,Doctor,Marketing,1,Sales Executive,Travel_Rarely,7
1447,34,Female,Married,Bachelor,Life Sciences,2,Laboratory Technician,Travel_Rarely,1
1448,41,Male,Married,Doctor,Medical,2,Research Scientist,Travel_Rarely,5
