employee_id ,attrition,environment_satisfaction,job_involvement,job_level,job_satisfaction,num_companies_worked,over_18,overTime,performance_rating,relationship_satisfaction,standard_hours,total_working_years,training_time_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_currmanager
964,No,4,3,1,2,8,Y,Yes,3,4,80,3,2,3,1,1,0,0
966,No,3,3,2,1,1,Y,No,3,3,80,8,2,4,8,7,6,3
967,Yes,3,2,3,4,1,Y,Yes,3,1,80,16,6,3,16,7,3,7
969,No,2,2,2,4,0,Y,No,3,1,80,6,3,3,5,0,1,4
970,Yes,1,2,3,3,5,Y,No,3,3,80,17,2,1,14,1,11,7
972,No,3,3,2,2,1,Y,No,3,2,80,9,5,2,9,7,0,8
974,No,3,3,1,4,1,Y,No,3,2,80,3,5,3,3,1,0,2
975,No,3,3,2,3,1,Y,No,3,2,80,5,3,3,5,2,1,0
976,No,4,3,4,4,2,Y,No,3,2,80,26,2,2,9,8,7,8
977,Yes,4,3,1,3,4,Y,No,4,1,80,7,4,3,1,0,0,0
981,No,3,3,4,3,6,Y,No,3,3,80,22,3,4,17,13,15,2
982,No,3,3,3,3,5,Y,No,3,1,80,10,2,4,8,4,7,7
983,No,3,3,2,4,1,Y,Yes,3,2,80,6,1,3,5,3,1,3
984,No,4,3,3,4,6,Y,No,3,2,80,12,2,3,10,9,0,8
985,No,1,4,3,3,0,Y,No,3,4,80,9,3,3,8,7,0,7
986,Yes,2,4,4,2,4,Y,Yes,3,4,80,22,2,2,1,0,0,0
987,No,3,4,2,3,1,Y,Yes,3,3,80,20,3,4,19,10,2,7
990,No,1,3,2,4,4,Y,No,3,4,80,12,3,3,7,7,0,7
991,Yes,3,2,1,1,0,Y,Yes,4,1,80,4,0,3,3,2,1,2
992,No,4,3,4,3,1,Y,No,3,4,80,10,2,3,10,8,6,0
994,Yes,4,2,1,1,6,Y,Yes,4,3,80,3,5,3,0,0,0,0
995,No,2,3,1,4,3,Y,No,3,1,80,5,4,3,3,2,0,2
996,No,4,3,1,4,3,Y,No,3,4,80,8,2,3,5,3,0,2
997,No,4,3,4,4,9,Y,No,4,3,80,32,1,2,5,4,1,3
998,No,3,4,2,2,1,Y,Yes,3,1,80,6,2,3,6,5,1,2
999,No,1,3,5,3,2,Y,No,3,2,80,21,2,4,18,16,0,11
1001,No,3,3,1,2,9,Y,No,3,2,80,4,2,3,2,2,2,2
1002,No,4,3,2,1,1,Y,Yes,3,3,80,9,2,3,9,8,0,8
1003,No,4,3,2,4,1,Y,Yes,3,3,80,9,0,3,9,0,0,7
1004,Yes,1,3,1,3,4,Y,Yes,3,2,80,7,2,3,5,2,0,1
1005,No,4,3,4,3,3,Y,Yes,3,4,80,22,2,3,12,11,1,5
1006,No,3,3,1,3,0,Y,No,3,2,80,3,0,2,2,1,0,2
1007,No,4,3,3,3,6,Y,No,3,2,80,13,3,3,8,7,0,7
1009,No,4,2,2,3,1,Y,No,3,2,80,5,6,3,4,2,3,2
1010,Yes,3,2,1,2,1,Y,Yes,4,4,80,5,2,1,4,2,0,2
1011,No,3,3,2,1,1,Y,No,3,3,80,4,1,3,4,3,0,3
1012,No,2,3,1,4,1,Y,No,3,4,80,0,2,3,0,0,0,0
1013,No,3,3,3,3,8,Y,No,3,3,80,22,2,3,10,7,0,8
1014,No,3,3,3,3,1,Y,Yes,3,3,80,16,3,2,16,10,10,1
1015,No,2,4,3,1,0,Y,Yes,3,3,80,9,4,2,8,7,1,7
1016,Yes,4,2,1,1,1,Y,Yes,3,1,80,1,2,3,1,0,0,0
1017,Yes,2,3,1,2,0,Y,No,3,1,80,4,3,3,3,2,1,2
1018,No,4,4,2,4,1,Y,No,3,2,80,8,2,3,8,7,1,3
1019,No,2,1,1,1,1,Y,No,3,1,80,4,3,2,4,3,1,1
1022,No,1,2,2,3,2,Y,No,3,4,80,19,0,3,2,2,2,2
1024,No,3,2,3,3,7,Y,No,3,2,80,27,3,3,15,11,4,8
1025,No,4,3,2,3,6,Y,No,3,2,80,8,6,3,2,2,2,1
1026,No,4,2,4,4,1,Y,No,3,3,80,21,3,3,21,6,11,8
1027,No,1,3,2,4,0,Y,No,3,2,80,4,2,3,3,2,2,2
1028,No,2,3,1,4,1,Y,No,4,1,80,3,4,2,3,2,1,2
1029,No,4,3,5,3,6,Y,No,3,2,80,21,3,4,1,0,0,0
1030,No,1,3,1,4,4,Y,No,3,2,80,8,5,3,1,0,0,0
1032,No,3,2,4,4,3,Y,Yes,3,1,80,30,4,3,5,3,4,3
1033,Yes,1,1,2,2,5,Y,No,3,1,80,15,2,1,1,0,0,0
1034,No,3,3,2,2,3,Y,Yes,3,4,80,17,3,3,8,7,6,7
1035,No,2,1,5,3,1,Y,No,4,2,80,21,3,3,21,16,5,10
1036,No,2,3,2,4,8,Y,Yes,3,3,80,19,1,3,1,0,0,0
1037,Yes,2,1,2,1,8,Y,No,3,4,80,7,6,3,2,2,2,2
1038,Yes,1,1,5,4,1,Y,No,3,4,80,33,3,3,32,14,6,9
1039,No,4,4,4,4,3,Y,Yes,3,3,80,23,2,3,12,11,11,11
1040,No,4,3,2,3,0,Y,No,3,1,80,19,3,3,18,7,0,13
1042,Yes,3,4,1,1,1,Y,No,3,3,80,18,1,3,17,13,15,14
1043,No,4,3,3,1,1,Y,Yes,3,3,80,21,2,3,21,6,2,8
1044,No,2,2,1,4,0,Y,No,3,4,80,3,2,2,2,2,2,2
1045,No,4,3,4,4,3,Y,No,3,2,80,26,4,4,9,3,1,1
1046,No,4,3,1,3,9,Y,No,3,2,80,10,2,3,8,7,7,7
1047,No,2,4,2,4,0,Y,No,3,4,80,16,2,2,15,1,0,9
1048,No,2,3,3,4,3,Y,Yes,3,3,80,14,1,1,6,4,0,4
1049,No,2,3,1,2,1,Y,No,3,1,80,6,3,3,6,3,0,4
1050,No,3,2,3,2,2,Y,No,3,1,80,30,2,3,15,7,6,12
1052,Yes,1,3,2,3,7,Y,No,3,2,80,9,3,2,1,0,0,0
1053,Yes,1,3,1,1,6,Y,Yes,3,2,80,6,2,3,3,2,1,2
1055,No,3,3,1,3,1,Y,Yes,3,4,80,1,2,3,1,1,0,0
1056,No,4,3,1,2,1,Y,No,4,2,80,1,5,3,1,0,0,0
1060,No,3,3,1,3,3,Y,No,3,1,80,8,2,3,2,2,2,2
1061,No,2,3,5,3,2,Y,Yes,3,4,80,29,2,2,8,1,7,7
1062,No,4,3,2,2,3,Y,No,3,1,80,8,3,2,4,3,0,1
1066,No,3,3,2,1,1,Y,No,3,2,80,8,3,2,7,7,7,5
1068,No,1,2,1,3,1,Y,No,3,3,80,5,5,3,5,3,1,3
1069,No,4,3,5,4,9,Y,No,3,4,80,23,0,3,2,2,2,2
1070,No,3,2,3,3,6,Y,No,3,2,80,13,4,3,9,4,7,0
1071,No,1,3,1,3,2,Y,No,3,2,80,18,4,3,5,4,0,3
1073,No,4,2,3,4,0,Y,No,3,2,80,15,2,2,14,8,7,8
1074,No,3,2,4,1,7,Y,No,3,2,80,31,3,4,9,7,6,2
1076,No,3,2,3,4,5,Y,No,3,3,80,18,5,3,1,0,0,0
1077,Yes,4,3,1,4,1,Y,Yes,3,2,80,2,3,3,2,2,0,2
1079,Yes,3,2,1,1,1,Y,No,3,1,80,1,6,2,1,0,1,0
1080,No,4,2,2,1,8,Y,Yes,4,1,80,19,2,3,16,13,1,7
1081,Yes,1,3,1,3,9,Y,Yes,3,3,80,18,2,4,10,0,2,7
1082,Yes,2,2,3,1,1,Y,No,3,1,80,10,2,2,10,7,1,9
1083,No,1,2,1,1,1,Y,No,3,1,80,6,2,3,5,3,1,3
1084,No,3,3,2,1,0,Y,No,3,3,80,7,1,2,6,2,0,2
1085,No,2,4,1,3,1,Y,No,3,3,80,10,3,3,10,6,0,8
1088,No,3,2,3,3,0,Y,No,3,1,80,20,4,2,19,9,1,9
1092,No,1,3,3,4,4,Y,No,4,4,80,14,6,3,11,10,11,1
1094,No,1,1,1,3,1,Y,No,3,4,80,3,4,3,3,2,1,2
1096,No,4,3,3,2,3,Y,No,3,2,80,23,4,3,3,2,1,2
1097,No,3,3,2,3,3,Y,No,3,4,80,10,4,4,8,7,1,7
1098,Yes,2,2,3,1,9,Y,No,3,4,80,24,1,3,20,6,3,6
1099,No,4,2,3,4,4,Y,No,3,3,80,9,2,3,3,2,1,2
1100,Yes,4,3,3,1,0,Y,Yes,4,1,80,9,2,3,8,7,4,7
1101,Yes,1,2,2,3,1,Y,No,4,2,80,14,4,3,13,7,3,8
1102,No,1,3,1,3,1,Y,No,3,4,80,4,5,2,4,2,2,2
1103,No,1,3,2,4,0,Y,No,3,3,80,7,1,2,6,2,0,4
1105,No,4,2,2,4,2,Y,Yes,3,3,80,8,5,3,1,0,0,0
1106,Yes,4,3,1,4,1,Y,Yes,3,2,80,7,3,4,7,7,5,6
1107,Yes,1,3,1,3,1,Y,No,4,3,80,1,0,2,1,1,0,0
1108,Yes,1,2,1,2,4,Y,Yes,4,2,80,5,0,3,2,2,2,2
1109,No,4,3,4,1,0,Y,No,3,4,80,23,3,3,22,6,13,7
1111,Yes,1,2,1,2,1,Y,No,3,1,80,1,2,3,1,0,0,0
1113,Yes,4,3,2,3,3,Y,Yes,3,4,80,5,4,3,0,0,0,0
1114,No,4,3,2,2,0,Y,No,3,3,80,4,3,3,3,2,0,2
1115,No,3,2,1,4,3,Y,No,3,4,80,6,2,3,0,0,0,0
1116,No,1,4,4,4,2,Y,No,4,3,80,27,3,2,5,4,2,1
1117,No,2,2,2,3,1,Y,No,3,4,80,15,2,3,15,10,4,12
1118,No,2,3,3,2,7,Y,No,3,4,80,18,4,3,8,6,4,0
1119,No,3,2,3,3,0,Y,Yes,3,2,80,9,2,3,8,7,2,7
1120,No,3,3,1,4,4,Y,No,4,1,80,11,1,3,7,5,1,7
1121,No,4,3,3,2,0,Y,No,3,2,80,10,3,2,9,7,1,7
1124,No,1,3,4,3,3,Y,No,3,4,80,23,3,3,12,9,4,9
1125,No,4,3,3,2,7,Y,No,3,3,80,10,2,3,1,0,0,0
1126,No,3,3,3,1,8,Y,No,3,3,80,18,1,3,8,7,0,1
1127,Yes,1,3,4,4,7,Y,No,3,4,80,21,4,3,18,7,11,5
1128,No,3,2,5,3,1,Y,No,3,1,80,21,2,4,20,7,4,9
1131,No,4,2,1,2,1,Y,Yes,3,3,80,2,6,4,2,2,2,2
1132,No,3,3,2,2,9,Y,No,3,3,80,9,2,2,5,4,0,3
1133,No,1,3,2,4,2,Y,No,4,1,80,18,0,3,11,9,0,9
1135,No,3,4,1,4,0,Y,No,3,1,80,3,4,3,2,2,2,2
1136,No,1,2,1,2,0,Y,No,3,1,80,6,2,1,5,3,0,4
1137,No,4,3,2,4,1,Y,No,3,4,80,5,3,3,5,2,0,2
1138,No,4,2,4,2,6,Y,No,3,2,80,22,3,3,9,8,2,3
1140,No,4,3,2,3,2,Y,No,3,4,80,5,3,2,3,2,0,2
1143,No,4,3,1,2,0,Y,No,3,4,80,8,2,2,7,5,1,1
1148,No,2,1,2,4,4,Y,No,3,1,80,16,3,3,1,0,0,0
1150,No,2,2,2,4,1,Y,Yes,3,3,80,10,2,2,10,7,1,2
1152,No,3,4,1,3,1,Y,No,3,4,80,7,2,4,7,6,5,0
1154,No,3,2,1,3,1,Y,Yes,3,4,80,3,2,3,3,1,0,2
1156,Yes,3,3,1,3,1,Y,No,3,4,80,0,0,3,0,0,0,0
1157,Yes,1,3,2,1,0,Y,Yes,3,1,80,6,3,3,5,2,0,3
1158,No,2,3,1,4,3,Y,Yes,3,1,80,6,4,3,1,0,0,0
1160,Yes,3,3,1,3,1,Y,No,3,3,80,2,5,2,2,2,2,2
1161,No,3,2,2,4,7,Y,No,3,3,80,9,2,3,6,2,1,3
1162,No,4,2,1,3,1,Y,No,3,3,80,4,0,3,4,2,2,2
1163,No,2,3,2,3,1,Y,No,4,1,80,6,3,2,6,5,1,3
1164,No,3,3,1,3,1,Y,No,3,2,80,6,2,1,5,4,1,4
1165,Yes,4,2,3,1,1,Y,No,3,1,80,11,3,1,11,8,3,10
1166,No,2,3,3,3,9,Y,No,3,3,80,20,3,2,18,7,2,13
1167,Yes,3,3,4,1,0,Y,Yes,3,2,80,22,2,2,21,9,13,14
1171,No,2,3,2,1,7,Y,No,3,4,80,9,3,4,6,4,1,5
1172,No,4,2,1,3,6,Y,No,3,2,80,10,2,3,8,0,1,7
1173,No,4,3,1,2,8,Y,No,4,4,80,6,2,3,4,3,1,2
1175,Yes,3,3,1,4,1,Y,Yes,3,4,80,1,4,2,1,1,0,0
1177,No,1,4,1,4,1,Y,No,4,2,80,8,2,3,8,7,0,7
1179,No,3,2,2,3,1,Y,No,3,1,80,10,3,3,10,3,1,4
1180,No,3,2,2,4,3,Y,Yes,3,4,80,16,3,1,1,1,0,0
1182,No,3,2,3,2,2,Y,No,3,2,80,15,2,4,7,7,6,4
1184,No,4,2,2,1,0,Y,No,4,3,80,14,3,3,13,9,4,9
1185,No,4,2,1,4,1,Y,No,3,2,80,2,2,4,2,2,2,2
1188,Yes,1,1,2,3,8,Y,No,3,2,80,7,2,2,4,3,1,3
1190,No,3,3,1,1,1,Y,No,3,3,80,1,3,3,1,0,0,0
1191,No,4,3,5,1,4,Y,No,3,4,80,28,2,3,5,2,4,2
1192,No,2,3,1,4,1,Y,No,3,1,80,10,5,3,10,8,0,8
1193,No,3,3,1,1,1,Y,No,4,3,80,1,4,3,1,1,0,0
1195,No,1,3,1,3,4,Y,Yes,3,3,80,7,2,2,3,2,0,2
1196,No,4,2,2,4,1,Y,No,3,2,80,14,2,2,14,8,3,11
1198,No,1,2,1,3,1,Y,No,3,1,80,2,2,2,2,2,1,2
1200,Yes,3,3,1,3,1,Y,Yes,3,3,80,6,4,3,6,4,0,2
1201,No,4,3,5,3,3,Y,No,3,2,80,26,6,3,7,7,4,7
1202,No,2,1,1,4,0,Y,Yes,3,1,80,6,2,2,5,4,1,3
1203,Yes,3,2,1,4,0,Y,Yes,3,2,80,1,5,3,0,0,0,0
1204,No,3,3,4,1,8,Y,No,4,1,80,28,2,3,26,15,15,9
1206,No,4,1,1,3,2,Y,No,3,4,80,6,3,3,0,0,0,0
1207,No,2,3,1,3,1,Y,No,3,4,80,5,2,3,5,4,1,4
1210,Yes,1,2,1,1,6,Y,No,3,1,80,5,2,1,1,0,0,0
1211,No,3,3,2,1,8,Y,No,3,3,80,8,3,3,4,3,0,3
1212,No,2,3,2,2,5,Y,No,3,4,80,5,2,3,0,0,0,0
1215,No,4,3,4,1,2,Y,No,4,3,80,32,3,3,2,2,2,2
1216,No,4,2,1,1,1,Y,No,3,3,80,6,2,3,6,5,3,3
1217,No,4,3,5,2,5,Y,No,3,1,80,25,2,3,4,2,0,3
1218,No,3,3,2,1,3,Y,Yes,3,4,80,15,2,3,7,7,1,7
1219,Yes,4,3,1,2,1,Y,No,3,1,80,1,3,1,1,0,0,0
1220,No,2,3,2,3,1,Y,No,3,1,80,10,3,2,10,7,0,1
1221,No,3,1,1,3,1,Y,No,3,3,80,7,4,3,7,7,1,7
1224,No,3,3,2,3,1,Y,No,3,1,80,10,4,2,10,7,8,9
1225,No,4,3,2,4,1,Y,No,4,2,80,20,3,3,20,11,13,17
1226,No,3,4,1,4,1,Y,No,3,4,80,2,2,3,2,1,2,2
1228,No,4,3,2,4,2,Y,No,3,3,80,12,3,2,6,3,1,4
1231,No,4,4,2,1,7,Y,No,3,1,80,10,3,4,4,3,0,3
1233,No,2,4,2,4,0,Y,Yes,3,2,80,12,3,3,11,7,1,9
1234,No,3,2,1,2,1,Y,No,4,3,80,2,2,3,2,2,2,2
1235,No,4,3,2,3,4,Y,Yes,3,4,80,10,2,3,8,7,0,7
1237,No,3,1,3,1,2,Y,Yes,4,3,80,17,2,3,7,7,7,7
1238,No,1,3,1,4,0,Y,No,3,2,80,15,5,3,14,10,4,10
1239,No,2,2,2,2,7,Y,No,3,2,80,7,2,4,5,1,1,3
1240,No,3,3,2,4,0,Y,No,3,2,80,5,4,3,4,3,1,1
1241,No,4,3,1,2,0,Y,Yes,4,1,80,12,2,3,11,9,5,7
1242,No,1,3,3,1,3,Y,Yes,3,3,80,20,6,3,1,0,0,0
1243,No,3,2,3,4,4,Y,Yes,3,2,80,16,6,2,13,2,4,12
1244,No,1,3,1,1,1,Y,Yes,3,4,80,9,3,2,9,7,6,8
1245,No,4,3,3,3,7,Y,No,3,1,80,33,2,1,5,4,1,4
1246,No,1,4,1,4,1,Y,No,3,4,80,10,5,3,10,5,7,7
1248,Yes,1,2,1,2,1,Y,Yes,4,2,80,1,2,4,1,1,0,0
1249,No,1,3,1,4,1,Y,No,3,1,80,3,5,3,3,2,1,2
1250,No,4,3,4,4,3,Y,No,3,1,80,36,2,3,10,9,0,9
1251,No,3,3,2,1,1,Y,Yes,3,4,80,6,2,2,6,5,0,1
1252,No,3,2,2,1,1,Y,No,3,2,80,10,2,3,10,9,1,8
1254,No,3,2,2,4,5,Y,No,3,4,80,13,2,3,6,1,0,5
1255,No,3,1,5,4,3,Y,No,3,2,80,25,2,3,8,7,0,7
1256,No,1,2,5,3,2,Y,No,3,3,80,23,2,4,1,0,0,0
1257,No,3,3,1,2,1,Y,No,3,3,80,12,2,2,11,10,0,7
1258,No,4,4,1,2,5,Y,No,3,3,80,7,4,2,1,0,0,0
1259,No,1,3,1,3,1,Y,No,3,2,80,5,2,3,5,3,0,3
1260,No,3,3,2,4,1,Y,Yes,3,2,80,6,2,3,6,0,1,0
1263,No,4,2,5,4,6,Y,No,3,3,80,25,3,4,1,0,0,0
1264,No,4,2,4,4,3,Y,No,3,2,80,9,2,2,7,7,1,7
1265,No,3,4,1,3,0,Y,No,3,4,80,2,5,2,1,0,0,0
1267,No,2,3,5,2,7,Y,No,3,3,80,26,5,3,22,9,3,10
1268,No,4,4,3,3,0,Y,Yes,3,4,80,10,3,3,9,8,0,8
1269,No,2,4,1,4,1,Y,Yes,3,4,80,1,2,3,1,0,0,1
1270,No,4,3,1,3,1,Y,No,4,4,80,1,2,3,1,0,0,1
1273,Yes,3,1,1,4,1,Y,Yes,3,4,80,1,4,3,1,0,1,0
1275,No,3,3,1,4,1,Y,Yes,4,2,80,8,2,2,8,5,2,2
1277,Yes,1,1,5,2,2,Y,Yes,3,1,80,26,2,3,24,10,1,11
1278,No,4,2,4,2,1,Y,Yes,3,4,80,34,3,3,33,9,15,0
1279,Yes,1,2,1,3,1,Y,No,4,3,80,2,2,1,2,2,2,2
1280,No,4,2,5,2,2,Y,No,3,3,80,26,2,3,11,4,0,8
1281,No,3,3,2,1,0,Y,Yes,3,4,80,4,3,3,3,2,0,2
1282,No,4,3,5,2,4,Y,Yes,4,1,80,31,5,2,29,10,11,10
1283,No,4,3,3,4,6,Y,No,3,4,80,25,6,2,9,7,5,4
1285,No,3,3,2,2,4,Y,No,3,3,80,15,2,4,11,8,5,10
1286,No,4,3,1,3,0,Y,Yes,3,3,80,5,2,2,4,2,0,2
1288,No,3,4,5,1,1,Y,No,3,4,80,26,4,2,25,9,14,13
1289,No,3,2,2,2,4,Y,No,3,4,80,14,5,4,10,9,1,8
1291,No,3,3,1,3,0,Y,Yes,3,4,80,4,3,3,3,2,2,2
1292,No,2,4,2,2,6,Y,Yes,3,4,80,18,2,3,1,0,0,0
1293,No,4,2,3,4,3,Y,No,3,4,80,23,3,4,21,7,15,17
1294,No,3,3,2,2,9,Y,Yes,3,4,80,18,2,3,16,14,5,12
1295,Yes,1,3,3,4,1,Y,No,3,4,80,10,2,3,10,7,0,5
1296,No,4,2,1,4,1,Y,Yes,3,2,80,2,2,3,2,2,2,2
1297,No,2,2,1,3,0,Y,No,3,2,80,8,6,2,7,0,7,7
1298,No,3,3,2,3,7,Y,Yes,3,3,80,10,3,3,8,4,1,7
1299,Yes,2,3,1,3,3,Y,Yes,3,1,80,10,2,3,7,7,7,7
1301,No,4,3,1,1,2,Y,No,3,2,80,5,2,2,3,2,1,2
1303,No,4,3,1,2,1,Y,No,3,4,80,2,3,2,2,2,2,1
1304,No,3,4,2,4,1,Y,No,3,3,80,10,4,4,10,7,0,8
1306,No,2,3,5,2,3,Y,No,4,3,80,22,4,3,0,0,0,0
1307,No,3,2,4,2,6,Y,Yes,3,4,80,21,4,3,19,9,15,2
1308,No,1,3,1,3,1,Y,No,3,4,80,2,3,3,2,2,2,2
1309,Yes,4,3,2,3,1,Y,No,3,1,80,10,3,3,10,4,1,1
1310,Yes,3,3,1,1,0,Y,No,3,1,80,6,2,3,5,2,0,3
1311,No,1,2,2,4,0,Y,No,3,1,80,10,6,3,9,2,6,7
1312,No,4,3,3,3,3,Y,No,3,1,80,10,0,3,7,7,1,7
1314,No,4,3,1,1,6,Y,No,3,3,80,10,3,4,7,6,5,7
1315,No,3,1,2,4,0,Y,No,3,1,80,10,6,3,9,8,7,5
1317,No,4,3,4,1,4,Y,Yes,3,2,80,25,2,3,3,2,1,2
1318,Yes,4,2,3,2,2,Y,Yes,3,3,80,9,2,3,5,4,1,0
1319,Yes,2,3,3,2,9,Y,Yes,3,3,80,10,2,2,8,7,7,7
1321,No,2,3,3,1,1,Y,Yes,4,4,80,9,2,3,9,1,0,8
1322,No,1,3,2,3,0,Y,No,3,1,80,9,6,3,8,7,1,7
1324,No,4,3,3,3,1,Y,Yes,3,1,80,10,5,2,10,8,9,6
1329,No,3,1,2,2,1,Y,No,3,1,80,19,4,3,19,2,11,9
1331,Yes,4,3,1,2,1,Y,Yes,3,1,80,3,2,4,3,2,2,2
1333,Yes,1,3,1,1,4,Y,No,3,3,80,10,4,4,3,2,1,2
1334,No,3,3,4,3,0,Y,Yes,3,4,80,21,3,2,20,8,2,10
1336,No,4,1,5,3,4,Y,No,3,4,80,23,5,3,19,9,9,11
1338,No,4,3,5,2,6,Y,No,3,1,80,36,4,3,7,3,7,7
1340,No,3,3,1,3,9,Y,No,3,2,80,6,0,3,4,2,0,0
1344,No,4,3,3,4,0,Y,No,3,4,80,10,0,2,9,7,1,6
1346,No,3,3,2,4,1,Y,No,3,3,80,9,4,3,9,8,8,8
1349,No,3,3,2,1,0,Y,No,3,4,80,10,2,3,9,3,1,7
1350,No,3,3,2,3,1,Y,Yes,3,2,80,9,3,3,9,6,1,1
1352,No,3,3,4,2,1,Y,Yes,3,2,80,33,2,3,33,9,0,10
1355,No,2,3,2,1,3,Y,No,3,4,80,11,3,3,7,7,1,7
1356,No,3,3,2,1,1,Y,No,3,4,80,10,6,4,10,8,9,6
1358,No,4,3,1,4,3,Y,No,3,3,80,7,6,2,3,2,1,2
1360,Yes,3,2,3,1,7,Y,Yes,3,4,80,31,0,2,10,9,5,9
1361,No,2,3,1,2,3,Y,No,4,3,80,7,3,3,4,2,0,3
1362,No,1,4,2,1,2,Y,No,3,4,80,17,2,2,15,7,6,13
1363,No,4,3,3,4,1,Y,No,3,3,80,11,2,3,10,9,0,8
1364,No,3,4,1,4,8,Y,No,3,2,80,5,4,3,1,0,0,0
1367,No,4,2,4,2,3,Y,No,3,2,80,29,1,2,5,2,0,3
1368,No,4,3,1,4,1,Y,No,3,3,80,0,5,4,0,0,0,0
1369,No,4,2,2,4,0,Y,No,3,2,80,10,0,3,9,7,0,0
1371,No,4,1,2,4,3,Y,No,4,2,80,8,3,3,6,2,0,0
1372,Yes,1,4,4,3,6,Y,Yes,3,3,80,24,2,2,19,7,3,8
1373,No,4,3,4,2,4,Y,Yes,3,1,80,33,0,3,19,16,15,9
1374,No,1,2,1,3,1,Y,No,4,3,80,5,2,3,5,4,0,0
1375,No,2,4,2,3,5,Y,No,4,2,80,15,0,3,12,11,11,8
1377,No,2,3,2,3,4,Y,No,3,1,80,10,1,3,8,7,7,7
1379,Yes,3,2,1,4,7,Y,No,3,3,80,3,3,4,1,0,0,0
1380,Yes,4,3,2,3,0,Y,Yes,3,3,80,5,0,2,4,2,3,2
1382,No,4,4,1,3,1,Y,No,3,4,80,4,2,3,4,2,0,3
1383,No,3,3,2,4,1,Y,No,3,4,80,14,2,4,14,11,4,11
1387,No,3,2,2,1,1,Y,No,3,3,80,5,0,3,5,3,0,4
1389,Yes,4,3,2,3,1,Y,Yes,3,4,80,10,3,2,10,2,6,7
1390,No,1,2,2,4,3,Y,Yes,3,4,80,8,2,4,5,4,1,4
1391,No,2,3,3,2,2,Y,No,3,2,80,14,5,3,4,2,3,2
1392,No,4,3,2,4,3,Y,Yes,3,1,80,12,4,2,6,2,3,3
1394,No,3,3,1,3,7,Y,Yes,3,4,80,8,2,3,6,4,1,3
1395,No,2,3,2,4,6,Y,No,3,1,80,8,2,4,5,4,1,2
1396,No,3,3,2,2,0,Y,Yes,3,1,80,4,3,2,3,2,1,2
1397,No,3,3,3,3,3,Y,No,4,2,80,13,2,3,6,4,0,5
1399,No,1,4,2,3,2,Y,No,3,2,80,6,3,2,3,2,1,2
1401,No,4,4,4,3,2,Y,Yes,3,2,80,24,3,2,5,3,0,2
1402,No,1,2,2,3,1,Y,Yes,3,1,80,20,3,1,20,7,1,8
1403,No,4,2,2,4,1,Y,Yes,3,4,80,6,3,3,6,2,4,4
1405,Yes,4,3,1,3,1,Y,Yes,3,4,80,8,2,3,8,2,7,7
1407,No,1,2,1,4,0,Y,No,3,4,80,5,2,3,4,3,1,1
1408,No,3,3,4,1,0,Y,No,3,3,80,21,5,3,20,7,0,9
1409,No,3,3,1,1,9,Y,No,3,3,80,12,2,1,5,4,0,4
1411,No,1,3,1,3,4,Y,No,3,1,80,8,6,3,3,2,0,2
1412,No,3,3,3,4,2,Y,No,3,3,80,10,2,3,2,2,2,2
1415,No,1,3,1,4,4,Y,No,3,2,80,7,2,2,3,2,0,2
1417,No,3,4,1,1,0,Y,No,3,4,80,8,2,3,7,7,0,7
1419,No,2,2,3,1,1,Y,No,3,1,80,10,3,2,10,9,0,9
1420,Yes,1,2,2,1,3,Y,No,4,1,80,20,2,3,4,3,1,3
1421,Yes,3,3,3,4,0,Y,Yes,3,1,80,9,1,3,8,7,7,7
1422,No,4,3,4,4,6,Y,No,3,4,80,29,3,2,20,7,12,7
1423,No,4,3,5,1,3,Y,Yes,4,3,80,32,3,3,9,8,1,5
1424,No,2,4,4,4,2,Y,No,3,4,80,31,4,4,7,7,0,0
1425,No,1,3,2,2,3,Y,Yes,3,4,80,15,3,3,5,4,0,1
1427,Yes,2,1,1,3,1,Y,No,3,2,80,1,3,3,1,0,0,0
1428,No,4,3,2,1,7,Y,No,3,2,80,8,3,3,3,2,0,2
1430,No,1,3,4,2,3,Y,No,3,3,80,9,3,4,3,2,1,0
1431,No,4,3,1,1,5,Y,No,3,3,80,10,2,3,4,3,1,3
1433,Yes,1,2,1,2,1,Y,No,3,3,80,1,3,4,1,0,0,0
1434,No,2,3,1,1,0,Y,No,3,2,80,6,3,4,5,0,1,4
1435,No,1,2,2,4,1,Y,No,3,3,80,10,2,2,10,4,1,8
1436,No,3,2,2,1,4,Y,No,3,1,80,11,3,2,3,2,0,2
1438,No,1,3,1,4,7,Y,No,3,3,80,17,2,2,6,5,1,2
1439,Yes,1,2,1,1,3,Y,No,3,1,80,6,2,3,3,2,2,2
1440,No,3,4,1,3,0,Y,No,3,1,80,7,2,1,6,5,1,3
1441,No,1,3,1,1,2,Y,No,4,4,80,5,3,4,3,2,1,0
1443,No,1,3,4,3,3,Y,No,3,2,80,26,2,4,20,17,5,6
1445,No,4,3,2,3,1,Y,Yes,3,3,80,5,3,3,5,4,0,3
1446,No,4,3,2,4,4,Y,No,3,3,80,7,3,2,4,3,0,3
1447,No,4,2,1,2,5,Y,No,3,1,80,7,2,2,5,4,0,2
1448,No,2,4,1,3,2,Y,Yes,3,1,80,7,5,2,4,2,0,3
1449,No,3,3,2,3,3,Y,No,3,3,80,11,2,4,8,7,0,7
